     0,   -1.812839
     1,  -13.170994
     2,  -11.031375
     3,   -6.485827
     4,  -34.568201
     5,  -18.310237
     6,  -10.106415
     7,   -9.833926
     8,   -0.340606
     9,   -1.750018
    10,   -8.213521
    11,   13.745059
    12,   12.588536
    13,  -25.099730
    14,    0.000000
    15,   28.605930
    16,   -5.134396
    17,    0.739649
    18,    3.587349
    19,   -4.069510
    20,   -3.102010
    21,  -46.116845
    22,  -29.369552
    23,  -38.311978
    24,   -8.904233
    25,   -1.537441
    26,   -4.090979
    27,   25.479846
    28,   13.037862
    29,  -18.650150
    30,    0.000000
    31,   34.522113
    32,    2.656668
    33,   -5.202312
    34,    0.336905
    35,    1.992471
    36,    2.687081
    37,  -27.574743
    38,  -40.270772
    39,  -37.776129
    40,  -38.143344
    41,   -6.456906
    42,   -3.485435
    43,   22.781912
    44,   11.134947
    45,  -21.752478
    46,    0.000000
    47,   26.669807
    48,   28.012277
    49,   15.162541
    50,   -1.424740
    51,   -7.502362
    52,  -11.814063
    53,  -30.478125
    54,  -14.176209
    55,  -30.369571
    56,    4.101052
    57,    4.228201
    58,   -4.321206
    59,   31.827226
    60,  -23.619582
    61,  -10.294862
    62,    0.000000
    63,   17.966240
    64,   -5.530143
    65,   -1.019398
    66,   -9.408534
    67,   -2.132249
    68,   -2.642497
    69,   -8.754021
    70,  -11.975365
    71,  -12.375790
    72,   -3.704297
    73,   -3.588051
    74,  -20.175330
    75,   -7.523591
    76,   10.409532
    77,   19.319515
    78,    0.000000
    79,  -17.709898
    80,  -10.666853
    81,  -16.094901
    82,  -16.156940
    83,    0.132622
    84,   -2.377398
    85,  -17.333533
    86,   -8.384086
    87,   -6.589457
    88,   -5.321497
    89,   -8.327480
    90,  -15.051341
    91,   -0.568694
    92,    9.533728
    93,   11.643153
    94,    0.000000
    95,  -16.951433
    96,   -8.677933
    97,   28.260147
    98,  -23.487280
    99,   -1.426529
   100,   -3.441157
   101,   -8.786695
   102,   -3.624208
   103,   -2.092354
   104,    0.084067
   105,   -2.581097
   106,    0.000000
   107,    0.000000
   108,    7.877153
   109,  -27.438906
   110,    0.000000
   111,   24.428418
