     0,    2.754112
     1,  -24.494246
     2,   -7.543814
     3,   -7.126848
     4,  -32.775212
     5,  -27.122183
     6,  -11.415060
     7,   -6.746871
     8,    8.832075
     9,    4.763721
    10,  -20.850224
    11,    5.127251
    12,    0.042305
    13,  -17.684543
    14,    0.000000
    15,   -3.044868
    16,   -0.348411
    17,   -1.137269
    18,    1.569130
    19,    1.341744
    20,   -3.521608
    21,  -50.073253
    22,  -32.289623
    23,  -28.049105
    24,   -5.209244
    25,   -6.197933
    26,  -16.661240
    27,    5.259531
    28,    9.126220
    29,  -11.269104
    30,    0.000000
    31,    5.190393
    32,    1.670184
    33,   -7.495905
    34,    3.999306
    35,   -3.769184
    36,    2.506621
    37,  -29.868353
    38,  -40.666158
    39,  -39.205456
    40,  -31.054428
    41,   -7.964849
    42,  -13.837740
    43,   10.948509
    44,   16.006126
    45,  -14.140438
    46,    0.000000
    47,   18.175638
    48,    6.263753
    49,    6.354934
    50,   -3.912445
    51,   -0.144954
    52,   -3.725266
    53,  -24.201071
    54,  -14.074395
    55,  -14.624213
    56,    0.264740
    57,   -0.616707
    58,   -8.830792
    59,    4.154019
    60,   12.116400
    61,  -11.678788
    62,    0.000000
    63,   20.466483
    64,    2.336404
    65,   13.183580
    66,  -11.044204
    67,   -8.282889
    68,   -5.176831
    69,   -6.532709
    70,   -4.415854
    71,  -10.765194
    72,  -10.415427
    73,    0.690553
    74,  -23.759420
    75,   -6.157508
    76,    9.637994
    77,    2.784670
    78,    0.000000
    79,   -0.876118
    80,  -17.852841
    81,  -17.183440
    82,  -17.104727
    83,   -7.271737
    84,   -5.863659
    85,   -6.520990
    86,   -8.870624
    87,  -12.514178
    88,   -5.170663
    89,    1.308591
    90,  -18.403348
    91,    3.937934
    92,   12.031582
    93,   17.547929
    94,    0.000000
    95,  -20.260608
    96,  -13.610473
    97,   34.813828
    98,  -19.692323
    99,   -1.789246
   100,   -5.903391
   101,   -3.944653
   102,   -3.328409
   103,   -2.025668
   104,   -4.989273
   105,   -0.073608
   106,    0.000000
   107,    0.000000
   108,    7.542542
   109,  -33.771676
   110,    0.000000
   111,   39.218425
